Subgrid_ID,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,Species
N22W31 _1013,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP3
N22W31 _1014,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,SP3
N22W31 _1067,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP3
N22W31 _1070,0,0,0,0,0,0,0,0,0,0,NA,NA,SP3
N22W31 _1072,0,0,0,0,0,0,0,0,0,0,0,0,SP3
N22W31 _1125,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP3
N22W31 _1128,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,SP3
N22W31 _1130,0,0,0,0,0,0,0,0,0,0,0,NA,SP3
N22W31 _1184,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,SP3
N22W31 _1186,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,SP3
N22W31 _1187,0,0,0,0,0,0,0,0,0,0,0,0,SP3
N22W31 _1188,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,SP3
N22W31 _954,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,SP3
N22W31 _955,0,0,0,0,0,0,0,0,NA,NA,NA,NA,SP3
N22W31 _956,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,SP3
N22W32 _1007,0,0,0,0,0,0,0,0,0,NA,NA,NA,SP3
N22W32 _1008,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,SP3
N22W32 _1065,0,0,0,0,0,0,0,0,0,NA,NA,NA,SP3
N22W32 _1066,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,SP3
N22W32 _1122,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,SP3
N22W32 _1123,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP3
N22W32 _949,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP3
N22W32 _950,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,SP3
N23W26 _1271,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,SP3
N23W26 _1272,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,SP3
N23W26 _1273,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,SP3
N23W26 _1274,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,SP3
N23W26 _1314,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP3
N23W26 _1353,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP3
N23W26 _1354,0,0,0,0,0,0,0,0,0,0,NA,NA,SP3
N23W26 _1355,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP3
N23W26 _1393,0,0,0,0,0,0,0,0,0,0,0,0,SP3
N23W26 _1394,0,0,0,0,0,0,0,0,0,0,0,0,SP3
N23W26 _1395,0,0,0,0,0,0,0,0,NA,NA,NA,NA,SP3
N23W26 _1436,0,0,0,0,0,0,0,1,0,NA,NA,NA,SP3
N23W26 _1480,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,SP3
N23W26 _1481,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,SP3
N23W26 _1482,0,0,0,0,0,0,0,0,0,0,0,0,SP3
N23W26 _1483,0,0,0,0,0,0,0,0,0,0,0,0,SP3
N23W26 _1484,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,SP3
N23W27 _1206,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP3
N23W27 _1209,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,SP3
N23W27 _1210,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP3
N23W27 _1264,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP3
N23W27 _1305,0,0,0,0,0,0,0,0,0,0,NA,NA,SP3
N23W27 _1347,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,SP3
N23W27 _1348,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,SP3
N23W27 _1389,0,0,0,0,0,0,0,0,NA,NA,NA,NA,SP3
N23W27 _1390,0,0,0,0,0,0,0,0,0,0,0,0,SP3
N23W27 _1392,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP3
N23W27 _1431,0,0,0,0,0,0,0,0,0,NA,NA,NA,SP3
N23W27 _1477,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SP3
N23W27 _1478,0,0,0,0,0,0,0,0,0,0,0,0,SP3
